antecedents,consequents,support,confidence,lift
"loan_amnt_Loan Small(<10k), purpose_debt_consolidation",annual_inc_Inc Low(<50k),0.100924,0.5215710594315245,1.643737502462984
"fico_range_low_FICO Good(670-739), loan_amnt_Loan Small(<10k), purpose_debt_consolidation",annual_inc_Inc Low(<50k),0.06152,0.5200689818415447,1.6390036867697781
"loan_amnt_Loan Small(<10k), purpose_credit_card",annual_inc_Inc Low(<50k),0.044696,0.5160247529324836,1.6262582504458873
"loan_amnt_Loan Small(<10k), revol_util_Util Moderate(30-60)",annual_inc_Inc Low(<50k),0.081004,0.5120353982300885,1.6136857508480358
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739), home_Home RENT",loan_amnt_Loan Small(<10k),0.067936,0.6369398087380461,1.6092791383808822
"fico_range_low_FICO Fair(<670), loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.05786,0.5094027327792647,1.6053888738363506
"fico_range_low_FICO Good(670-739), loan_amnt_Loan Small(<10k), revol_util_Util Moderate(30-60)",annual_inc_Inc Low(<50k),0.05404,0.5090429540316503,1.604255026761539
"annual_inc_Inc Low(<50k), emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739)",home_Home RENT,0.048408,0.6351088953030701,1.6000768290732486
"annual_inc_Inc Low(<50k), emp_length_Emp Short(0-3)",loan_amnt_Loan Small(<10k),0.07572,0.6319479218828242,1.5966667387992286
"annual_inc_Inc Low(<50k), emp_length_Emp Short(0-3)",home_Home RENT,0.0758,0.6326155900517444,1.593795260684021
"annual_inc_Inc Low(<50k), emp_length_Emp Mid(4-7)",loan_amnt_Loan Small(<10k),0.067212,0.6307432432432432,1.5936230223027328
"annual_inc_Inc Low(<50k), emp_length_Emp Short(0-3), purpose_debt_consolidation",home_Home RENT,0.04168,0.6296833454193861,1.5864078398368102
"loan_amnt_Loan Small(<10k), revol_util_Util Excellent(<30)",annual_inc_Inc Low(<50k),0.056272,0.5032013449225596,1.5858451249970364
"annual_inc_Inc Low(<50k), dti_DTI Healthy(<20), purpose_debt_consolidation",loan_amnt_Loan Small(<10k),0.052656,0.6253384637309392,1.5799674165494482
"dti_DTI Manageable(20-35), home_Home RENT",annual_inc_Inc Low(<50k),0.07262,0.5007308933447335,1.578059466968162
"annual_inc_Inc Low(<50k), emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739)",loan_amnt_Loan Small(<10k),0.04706,0.6174232484912097,1.5599689950560136
"emp_length_Emp Short(0-3), loan_amnt_Loan Small(<10k), purpose_debt_consolidation",home_Home RENT,0.041152,0.6186782127608395,1.5586817949049174
annual_inc_Inc Low(<50k),loan_amnt_Loan Small(<10k),0.194844,0.6140532227362688,1.5514543566728707
"annual_inc_Inc Low(<50k), purpose_credit_card",loan_amnt_Loan Small(<10k),0.044696,0.6130465792505624,1.5489109917597184
"dti_DTI Healthy(<20), emp_length_Emp Short(0-3), loan_amnt_Loan Small(<10k)",home_Home RENT,0.053904,0.614500683994528,1.5481570376055063
"annual_inc_Inc Low(<50k), grade_Grade C, int_rate_IntRate High",loan_amnt_Loan Small(<10k),0.046684,0.6120404845560858,1.5463690134113015
"annual_inc_Inc Low(<50k), emp_length_Emp Mid(4-7), fico_range_low_FICO Good(670-739)",loan_amnt_Loan Small(<10k),0.040852,0.6113738401676144,1.5446846832872176
purpose_home_improvement,home_Home MORTGAGE,0.050108,0.7586144249984861,1.5446243067006142
"annual_inc_Inc Low(<50k), int_rate_IntRate High",loan_amnt_Loan Small(<10k),0.053872,0.6110707803992741,1.5439189786536214
"annual_inc_Inc Low(<50k), grade_Grade C",loan_amnt_Loan Small(<10k),0.060568,0.6097285978899896,1.540527847682595
"annual_inc_Inc Low(<50k), revol_util_Util Moderate(30-60)",loan_amnt_Loan Small(<10k),0.081004,0.6089061278489386,1.5384498116408079
"annual_inc_Inc Low(<50k), home_Home RENT, purpose_debt_consolidation",loan_amnt_Loan Small(<10k),0.058456,0.6077518090326873,1.5355333332474819
"annual_inc_Inc Low(<50k), dti_DTI Manageable(20-35), home_Home RENT",loan_amnt_Loan Small(<10k),0.043868,0.6040760121178738,1.5262461396841618
"emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739), loan_amnt_Loan Small(<10k)",home_Home RENT,0.051044,0.6044716024821183,1.5228900305401494
"emp_length_Emp Short(0-3), loan_amnt_Loan Small(<10k)",home_Home RENT,0.081996,0.6009146073344473,1.5139286294969498
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739)",loan_amnt_Loan Small(<10k),0.119432,0.5953857504636184,1.50428950171711
"annual_inc_Inc Low(<50k), dti_DTI Healthy(<20), loan_amnt_Loan Small(<10k)",home_Home RENT,0.062772,0.5895191585274229,1.485219232214285
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739), revol_util_Util Moderate(30-60)",loan_amnt_Loan Small(<10k),0.05404,0.5870339793169375,1.4831880869672391
"annual_inc_Inc Low(<50k), loan_amnt_Loan Small(<10k), purpose_debt_consolidation",home_Home RENT,0.058456,0.5792081169989299,1.4592418624193295
"annual_inc_Inc Low(<50k), dti_DTI Manageable(20-35)",loan_amnt_Loan Small(<10k),0.079816,0.5761556896601507,1.455703222046304
"annual_inc_Inc Low(<50k), loan_amnt_Loan Small(<10k), revol_util_Util Moderate(30-60)",home_Home RENT,0.046408,0.5729099797540862,1.443374499284715
"annual_inc_Inc Low(<50k), emp_length_Emp Long(8+)",loan_amnt_Loan Small(<10k),0.051912,0.5709132500439908,1.4424577809657368
"annual_inc_Inc Upper(100-150k), emp_length_Emp Long(8+)",home_Home MORTGAGE,0.047916,0.7050618010594467,1.4355851401648574
"grade_Grade A, revol_util_Util Moderate(30-60)","dti_DTI Healthy(<20), fico_range_low_FICO Good(670-739)",0.040024,0.5310758452311448,1.435309088536315
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739), loan_amnt_Loan Small(<10k)",home_Home RENT,0.067936,0.5688257753365932,1.4330848609219728
"annual_inc_Inc Low(<50k), fico_range_low_FICO Fair(<670)",home_Home RENT,0.049428,0.5677724682962692,1.4304311865653605
"annual_inc_Inc Low(<50k), loan_amnt_Loan Small(<10k)",home_Home RENT,0.110412,0.5666687195910575,1.427650430790422
"annual_inc_Inc Low(<50k), purpose_debt_consolidation, revol_util_Util Moderate(30-60)",loan_amnt_Loan Small(<10k),0.043688,0.5642111788407893,1.4255244644681786
"annual_inc_Inc Low(<50k), dti_DTI Healthy(<20), fico_range_low_FICO Good(670-739)",home_Home RENT,0.054616,0.5648450750837711,1.4230559882591407
"annual_inc_Inc Low(<50k), dti_DTI Healthy(<20), purpose_debt_consolidation",home_Home RENT,0.047464,0.563678685098095,1.4201174156717533
"annual_inc_Inc Low(<50k), purpose_debt_consolidation",loan_amnt_Loan Small(<10k),0.100924,0.5620002227419535,1.4199383078535026
"annual_inc_Inc Low(<50k), purpose_credit_card",home_Home RENT,0.040964,0.5618587809293905,1.4155323964521935
"home_Home RENT, revol_util_Util Excellent(<30)",loan_amnt_Loan Small(<10k),0.051904,0.5596480634865868,1.4139953902215983
"annual_inc_Inc Low(<50k), dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739)",loan_amnt_Loan Small(<10k),0.050144,0.5569822721819878,1.4072600562466848
"annual_inc_Inc Low(<50k), dti_DTI Healthy(<20)",home_Home RENT,0.088296,0.558058399696625,1.4059578148376641
"emp_length_Emp Long(8+), loan_amnt_Loan Large(>25k)",home_Home MORTGAGE,0.045264,0.6896635787420771,1.4042326273630654
"emp_length_Emp Short(0-3), fico_range_low_FICO Fair(<670)",home_Home RENT,0.044704,0.5554671968190855,1.3994296057156672
annual_inc_Inc High(>150k),dti_DTI Healthy(<20),0.04894,0.8224104322107951,1.397487871051425
"annual_inc_Inc Low(<50k), revol_util_Util High(60-90)",loan_amnt_Loan Small(<10k),0.048344,0.5526039047140048,1.396197762243817
"annual_inc_Inc Low(<50k), int_rate_IntRate Very High",home_Home RENT,0.04936,0.5521746912475389,1.391134552830111
"annual_inc_Inc Low(<50k), dti_DTI Manageable(20-35), loan_amnt_Loan Small(<10k)",home_Home RENT,0.043868,0.5496141124586549,1.384683497240416
"emp_length_Emp Short(0-3), purpose_credit_card",home_Home RENT,0.043264,0.5491191552012997,1.3834365148020773
"annual_inc_Inc Low(<50k), grade_Grade C",home_Home RENT,0.054344,0.5470725618104213,1.3782803806532768
"dti_DTI Healthy(<20), grade_Grade B, home_Home RENT",loan_amnt_Loan Small(<10k),0.041228,0.5452285230639018,1.377563273294816
"annual_inc_Inc Low(<50k), int_rate_IntRate High",home_Home RENT,0.04818,0.5465063520871143,1.3768538866057842
annual_inc_Inc High(>150k),home_Home MORTGAGE,0.040172,0.6750688982993883,1.3745162162094677
"int_rate_IntRate Low, revol_util_Util Moderate(30-60)","dti_DTI Healthy(<20), fico_range_low_FICO Good(670-739)",0.051736,0.5083120455885243,1.373786635933613
"annual_inc_Inc Low(<50k), grade_Grade C, int_rate_IntRate High",home_Home RENT,0.041576,0.5450731553830825,1.3732431281128945
"annual_inc_Inc Low(<50k), home_Home MORTGAGE",loan_amnt_Loan Small(<10k),0.056292,0.5428351012536162,1.3715161025326845
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739), purpose_debt_consolidation",loan_amnt_Loan Small(<10k),0.06152,0.5419500334754571,1.3692799083242135
"grade_Grade B, home_Home RENT, int_rate_IntRate Medium",loan_amnt_Loan Small(<10k),0.046472,0.5399451596412139,1.3642144349588015
"annual_inc_Inc Low(<50k), revol_util_Util High(60-90)",home_Home RENT,0.047316,0.5408531845823236,1.3626114434559855
"grade_Grade B, home_Home RENT",loan_amnt_Loan Small(<10k),0.061892,0.5359171515655307,1.354037351855345
"home_Home RENT, int_rate_IntRate Medium",loan_amnt_Loan Small(<10k),0.054088,0.5359067850348763,1.3540111599902886
"annual_inc_Inc Low(<50k), purpose_debt_consolidation",home_Home RENT,0.096184,0.5356053012584922,1.3493900627286135
"annual_inc_Inc Low(<50k), purpose_debt_consolidation, revol_util_Util Moderate(30-60)",home_Home RENT,0.041444,0.535230912284327,1.3484468368864744
"annual_inc_Inc Low(<50k), revol_util_Util Moderate(30-60)",home_Home RENT,0.071172,0.5349990979613927,1.3478628099117027
"emp_length_Emp Short(0-3), int_rate_IntRate Very High",home_Home RENT,0.042048,0.5346625298814912,1.3470148690466972
"annual_inc_Inc Low(<50k), int_rate_IntRate Medium",home_Home RENT,0.042792,0.5339122623147178,1.3451246644564647
"emp_length_Emp Short(0-3), int_rate_IntRate High",home_Home RENT,0.044196,0.5328928330278769,1.3425563408306802
annual_inc_Inc Low(<50k),home_Home RENT,0.168964,0.5324920897046403,1.341546718527074
"dti_DTI Healthy(<20), emp_length_Emp Short(0-3), purpose_debt_consolidation",home_Home RENT,0.055144,0.5324835843955195,1.3415252904725323
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739), revol_util_Util Moderate(30-60)",home_Home RENT,0.048972,0.5319805335882507,1.3402579173550875
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739)",home_Home RENT,0.10666,0.5317154878462182,1.3395901680075235
"emp_length_Emp Short(0-3), grade_Grade C",home_Home RENT,0.050152,0.5311361518258071,1.3381306039085747
"fico_range_low_FICO Good(670-739), int_rate_IntRate Very High, purpose_debt_consolidation",dti_DTI Manageable(20-35),0.046144,0.5010641532380663,1.336827011755278
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739), purpose_debt_consolidation",home_Home RENT,0.060176,0.5301102928221572,1.3355460814215245
"int_rate_IntRate Very High, loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",dti_DTI Manageable(20-35),0.042532,0.5004000188244152,1.3350551172426344
"annual_inc_Inc Upper(100-150k), fico_range_low_FICO Good(670-739)",home_Home MORTGAGE,0.061256,0.6552565144837619,1.3341759740431531
"dti_DTI Healthy(<20), emp_length_Emp Short(0-3), revol_util_Util Moderate(30-60)",home_Home RENT,0.041216,0.5281935616157474,1.3307171186820332
"dti_DTI Healthy(<20), emp_length_Emp Short(0-3)",home_Home RENT,0.103756,0.528095606498636,1.330470333108192
"annual_inc_Inc Low(<50k), dti_DTI Manageable(20-35), purpose_debt_consolidation",loan_amnt_Loan Small(<10k),0.043556,0.526165740517033,1.3293996354575965
"annual_inc_Inc Low(<50k), dti_DTI Manageable(20-35), purpose_debt_consolidation",home_Home RENT,0.043628,0.5270355158250785,1.3277995682424808
"dti_DTI Healthy(<20), emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739)",home_Home RENT,0.065332,0.5267520237365756,1.3270853456494835
"fico_range_low_FICO Fair(<670), home_Home RENT",loan_amnt_Loan Small(<10k),0.058524,0.5251426725530312,1.3268147727923536
"grade_Grade A, int_rate_IntRate Low, revol_util_Util Excellent(<30)",loan_amnt_Loan Small(<10k),0.042216,0.5243441971383147,1.3247973610843946
"grade_Grade A, revol_util_Util Excellent(<30)",loan_amnt_Loan Small(<10k),0.042228,0.5242588270348116,1.3245816667209334
"emp_length_Emp Long(8+), grade_Grade A",home_Home MORTGAGE,0.051492,0.6500530222693531,1.3235810785478306
"emp_length_Emp Long(8+), grade_Grade A, int_rate_IntRate Low",home_Home MORTGAGE,0.051484,0.650050505050505,1.323575953207091
"annual_inc_Inc Low(<50k), dti_DTI Manageable(20-35)",home_Home RENT,0.07262,0.5242110126180234,1.3206835883393884
"annual_inc_Inc Upper(100-150k), home_Home MORTGAGE",emp_length_Emp Long(8+),0.047916,0.5358053406092053,1.3202248662274305
"annual_inc_Inc Low(<50k), grade_Grade B",home_Home RENT,0.047612,0.5234849151200633,1.318854277191763
"fico_range_low_FICO Good(670-739), loan_amnt_Loan Large(>25k)",home_Home MORTGAGE,0.06252,0.6470709997930036,1.3175093453348665
"emp_length_Emp Short(0-3), int_rate_IntRate Medium",home_Home RENT,0.042272,0.5225733076200365,1.3165575969707968
"annual_inc_Inc Upper(100-150k), purpose_debt_consolidation",home_Home MORTGAGE,0.049732,0.6465418616744669,1.316431960602174
"int_rate_IntRate Low, revol_util_Util Excellent(<30)",loan_amnt_Loan Small(<10k),0.05008,0.5207120279487606,1.3156203964424764
"loan_amnt_Loan Large(>25k), purpose_debt_consolidation",home_Home MORTGAGE,0.054304,0.644971257541926,1.3132340339092667
"annual_inc_Inc Mid(50-100k), home_Home MORTGAGE, revol_util_Util High(60-90)",emp_length_Emp Long(8+),0.0448,0.5328765819773528,1.3130084021874238
"dti_DTI Healthy(<20), emp_length_Emp Short(0-3), home_Home RENT",loan_amnt_Loan Small(<10k),0.053904,0.5195265815952812,1.3126252718480445
annual_inc_Inc Upper(100-150k),home_Home MORTGAGE,0.089428,0.6443125162108417,1.311892762456614
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35), home_Home MORTGAGE",emp_length_Emp Long(8+),0.05566,0.5322648510117431,1.3115010965093563
"fico_range_low_FICO Good(670-739), grade_Grade B, home_Home RENT",loan_amnt_Loan Small(<10k),0.041148,0.518106270460841,1.3090367426851504
"annual_inc_Inc Low(<50k), dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739)",home_Home RENT,0.046724,0.5189940907273293,1.3075402110412302
"loan_amnt_Loan Small(<10k), purpose_credit_card",home_Home RENT,0.044948,0.518934146116191,1.3073891881473305
"annual_inc_Inc Upper(100-150k), loan_amnt_Loan Medium(10-25k)",home_Home MORTGAGE,0.044104,0.6412329165455074,1.3056223511103071
loan_amnt_Loan Large(>25k),home_Home MORTGAGE,0.087108,0.6401422734354332,1.303401679050506
"emp_length_Emp Long(8+), int_rate_IntRate Low",home_Home MORTGAGE,0.067208,0.6400518075501886,1.3032174803315375
"home_Home RENT, int_rate_IntRate Low",loan_amnt_Loan Small(<10k),0.0433,0.5157463433226928,1.3030741988789385
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), revol_util_Util High(60-90)",home_Home MORTGAGE,0.056932,0.6394842072157075,1.3020617822005236
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), int_rate_IntRate Low",home_Home MORTGAGE,0.043224,0.6391057487579844,1.3012911982073747
"dti_DTI Healthy(<20), emp_length_Emp Long(8+), int_rate_IntRate Low",home_Home MORTGAGE,0.045624,0.637669816067535,1.2983674777199103
"fico_range_low_FICO Fair(<670), loan_amnt_Loan Small(<10k)",home_Home RENT,0.058524,0.5152486265671221,1.2981039860706889
"emp_length_Emp Short(0-3), purpose_debt_consolidation",home_Home RENT,0.09128,0.5147174918236157,1.2967658590148636
"dti_DTI Healthy(<20), loan_amnt_Loan Small(<10k), purpose_debt_consolidation",home_Home RENT,0.059236,0.5140585948347681,1.2951058510817388
"annual_inc_Inc Low(<50k), revol_util_Util Excellent(<30)",home_Home RENT,0.04164,0.513668212770157,1.2941223326635753
emp_length_Emp Short(0-3),home_Home RENT,0.16472,0.5131528118730452,1.2928238450510556
"emp_length_Emp Short(0-3), revol_util_Util Moderate(30-60)",home_Home RENT,0.066548,0.5129335594265454,1.2922714661409878
"annual_inc_Inc Mid(50-100k), home_Home MORTGAGE, purpose_debt_consolidation",emp_length_Emp Long(8+),0.078112,0.5244246314149905,1.2921827880047272
"annual_inc_Inc Mid(50-100k), dti_DTI Healthy(<20), emp_length_Emp Short(0-3)",home_Home RENT,0.045368,0.5124474766186238,1.2910468417596914
"dti_DTI Healthy(<20), fico_range_low_FICO Good(670-739), revol_util_Util Excellent(<30)",loan_amnt_Loan Small(<10k),0.044364,0.5097904026475455,1.288026040565614
"emp_length_Emp Short(0-3), grade_Grade B",home_Home RENT,0.048148,0.5111903851870727,1.2878797583090786
"annual_inc_Inc Mid(50-100k), int_rate_IntRate Very High, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.045164,0.602283031951779,1.2865666776716376
"grade_Grade C, loan_amnt_Loan Small(<10k)",home_Home RENT,0.05768,0.5106413116611778,1.2864964367515639
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35), purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.068076,0.6016119339672664,1.2851331119583076
"grade_Grade C, int_rate_IntRate High, loan_amnt_Loan Small(<10k)",home_Home RENT,0.044144,0.5097930524759793,1.28435935462703
"emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739)",home_Home RENT,0.1059,0.5092325447201385,1.2829472259680403
"fico_range_low_FICO Good(670-739), home_Home MORTGAGE, revol_util_Util High(60-90)",emp_length_Emp Long(8+),0.056932,0.5202880538090364,1.2819902568697243
"int_rate_IntRate High, loan_amnt_Loan Small(<10k)",home_Home RENT,0.050764,0.5084738971913939,1.2810359091196146
"loan_amnt_Loan Small(<10k), purpose_debt_consolidation, revol_util_Util Moderate(30-60)",home_Home RENT,0.040964,0.5083643584015884,1.2807599399421261
"emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739), revol_util_Util Moderate(30-60)",home_Home RENT,0.047252,0.5082171743245569,1.2803891282073065
"home_Home MORTGAGE, loan_amnt_Loan Large(>25k)",emp_length_Emp Long(8+),0.045264,0.5196308031409285,1.2803707906016313
"annual_inc_Inc Mid(50-100k), purpose_debt_consolidation, revol_util_Util High(60-90)",loan_amnt_Loan Medium(10-25k),0.055116,0.5978392919125304,1.277074184017607
"emp_length_Emp Short(0-3), revol_util_Util High(60-90)",home_Home RENT,0.049112,0.506706285336965,1.2765826337963062
"grade_Grade A, revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.060488,0.7509559517306451,1.276068241761392
"grade_Grade A, int_rate_IntRate Low, revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.060452,0.7508445945945946,1.2758790172077015
"fico_range_low_FICO Good(670-739), revol_util_Util Excellent(<30)",loan_amnt_Loan Small(<10k),0.064244,0.5047295810942458,1.275239471980853
"fico_range_low_FICO Fair(<670), revol_util_Util Moderate(30-60)",loan_amnt_Loan Small(<10k),0.045832,0.5046910099986786,1.2751420190369653
"emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739), purpose_debt_consolidation",home_Home RENT,0.058256,0.5061337966985231,1.2751403208133625
"home_Home MORTGAGE, purpose_debt_consolidation, revol_util_Util High(60-90)",emp_length_Emp Long(8+),0.049416,0.5174233539956441,1.2749316338190144
"annual_inc_Inc Mid(50-100k), int_rate_IntRate High, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.044328,0.5966404651663616,1.2745133107037365
"annual_inc_Inc Low(<50k), emp_length_Emp Mid(4-7)",home_Home RENT,0.0538,0.5048798798798799,1.2719812353999251
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), home_Home MORTGAGE",emp_length_Emp Long(8+),0.088092,0.5158456889888272,1.2710442657494683
"dti_DTI Manageable(20-35), home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.058644,0.6150522297268952,1.2697511699854152
"dti_DTI Healthy(<20), loan_amnt_Loan Large(>25k)",home_Home MORTGAGE,0.049,0.6230608819490362,1.268622044478951
"annual_inc_Inc Mid(50-100k), home_Home MORTGAGE",emp_length_Emp Long(8+),0.132616,0.5143504297371932,1.2673599455386633
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35), emp_length_Emp Long(8+)",home_Home MORTGAGE,0.05566,0.6223723052151355,1.2672200247899454
"dti_DTI Manageable(20-35), emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.049492,0.6130710534139333,1.2656611093047998
"int_rate_IntRate Low, revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.071604,0.7445100648810514,1.2651150141056318
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), revol_util_Util High(60-90)",home_Home MORTGAGE,0.0448,0.6205673758865248,1.263544985638331
"annual_inc_Inc Mid(50-100k), grade_Grade C, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.049352,0.5914952778177286,1.2635224206371891
"annual_inc_Inc Mid(50-100k), home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k)",emp_length_Emp Long(8+),0.071908,0.512734947662645,1.2633793961784456
"dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739), home_Home MORTGAGE",emp_length_Emp Long(8+),0.066292,0.511401857623353,1.2600946610602917
"annual_inc_Inc Upper(100-150k), dti_DTI Healthy(<20)",home_Home MORTGAGE,0.0599,0.6182651418190827,1.2588573780960772
"annual_inc_Inc Mid(50-100k), purpose_debt_consolidation, revol_util_Util Moderate(30-60)",loan_amnt_Loan Medium(10-25k),0.067976,0.5885571794694188,1.2572462029287013
"annual_inc_Inc Mid(50-100k), home_Home MORTGAGE, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.087644,0.5884201197733437,1.2569534229092303
"home_Home MORTGAGE, revol_util_Util High(60-90)",emp_length_Emp Long(8+),0.081852,0.5099813084112149,1.2565944264574933
"emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k), revol_util_Util High(60-90)",home_Home MORTGAGE,0.04218,0.6167387998596328,1.2557495741666858
"annual_inc_Inc Mid(50-100k), home_Home MORTGAGE, revol_util_Util Moderate(30-60)",emp_length_Emp Long(8+),0.053452,0.509435400861576,1.2552493097386583
"dti_DTI Manageable(20-35), home_Home MORTGAGE, purpose_debt_consolidation",emp_length_Emp Long(8+),0.057116,0.5093457943925234,1.255028519314129
"dti_DTI Manageable(20-35), int_rate_IntRate Very High, loan_amnt_Loan Medium(10-25k)",purpose_debt_consolidation,0.042532,0.7099078648684738,1.2544048840999868
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k)",home_Home MORTGAGE,0.071908,0.6155452833418935,1.2533194402765315
"home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k), revol_util_Util High(60-90)",emp_length_Emp Long(8+),0.04218,0.508584932960355,1.2531537560253572
"emp_length_Emp Long(8+), purpose_debt_consolidation, revol_util_Util High(60-90)",home_Home MORTGAGE,0.049416,0.6144740114399403,1.2511382101755542
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.10678,0.5854680235108343,1.2506473035614618
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739)",home_Home MORTGAGE,0.088092,0.6141554421484147,1.2504895672617844
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), loan_amnt_Loan Medium(10-25k)",home_Home MORTGAGE,0.081452,0.6129187610992384,1.2479715455299967
"annual_inc_Inc Mid(50-100k), home_Home MORTGAGE, loan_amnt_Loan Small(<10k)",emp_length_Emp Long(8+),0.041096,0.5061083743842365,1.24705151335054
"dti_DTI Manageable(20-35), home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k)",emp_length_Emp Long(8+),0.048236,0.5058941980953979,1.2465237827721931
"emp_length_Emp Long(8+), revol_util_Util High(60-90)",home_Home MORTGAGE,0.081852,0.6115477720331132,1.245180057567239
"dti_DTI Manageable(20-35), home_Home MORTGAGE",emp_length_Emp Long(8+),0.093636,0.5039070067807555,1.2416273414926808
"dti_DTI Healthy(<20), home_Home MORTGAGE, revol_util_Util High(60-90)",emp_length_Emp Long(8+),0.041764,0.50383631713555,1.2414531621400096
"dti_DTI Healthy(<20), emp_length_Emp Long(8+), revol_util_Util High(60-90)",home_Home MORTGAGE,0.041764,0.6093731761410063,1.240752335708132
"dti_DTI Healthy(<20), emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k)",home_Home MORTGAGE,0.067936,0.6093133385951065,1.240630499733486
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.075252,0.5791823163598301,1.237220092537639
"annual_inc_Inc Mid(50-100k), emp_length_Emp Mid(4-7), purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.040188,0.5791111879647243,1.2370681516425373
"emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.075252,0.5991973755454343,1.2370194462815642
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), revol_util_Util Moderate(30-60)",home_Home MORTGAGE,0.053452,0.606554400617312,1.2350129916546102
"annual_inc_Inc Mid(50-100k), purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.16136,0.5781357486814951,1.2349844673756443
"emp_length_Emp Short(0-3), grade_Grade A",dti_DTI Healthy(<20),0.043236,0.7261672824991602,1.2339458862638069
"home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",emp_length_Emp Long(8+),0.074924,0.5006414711070722,1.2335810585029525
"emp_length_Emp Short(0-3), grade_Grade A, int_rate_IntRate Low",dti_DTI Healthy(<20),0.04318,0.7259094882657522,1.233507827235973
"emp_length_Emp Long(8+), home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.071908,0.5974013026718065,1.2333115243808817
"fico_range_low_FICO Good(670-739), home_Home MORTGAGE, purpose_debt_consolidation",emp_length_Emp Long(8+),0.09394,0.5003941789359299,1.2329717303592758
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), grade_Grade B",home_Home MORTGAGE,0.050904,0.6055386372287781,1.2329447831311706
"dti_DTI Manageable(20-35), int_rate_IntRate Very High, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.042532,0.5764705882352942,1.2314274354995902
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+)",home_Home MORTGAGE,0.132616,0.6045476924199049,1.2309271080277906
"emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k)",home_Home MORTGAGE,0.120368,0.6043783892347862,1.2305823876977802
