antecedents,consequents,support,confidence,lift
"int_rate_IntRate High, revol_util_Util Moderate(30-60)","fico_range_low_FICO Good(670-739), grade_Grade C",0.062764,0.6079897706137631,3.2125936350144944
"dti_DTI Manageable(20-35), int_rate_IntRate High","fico_range_low_FICO Good(670-739), grade_Grade C",0.061892,0.6046266265483959,3.1948229162618937
"grade_Grade C, revol_util_Util Moderate(30-60)","fico_range_low_FICO Good(670-739), int_rate_IntRate High",0.062764,0.5347624565469293,3.1943661984309553
"int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k)","grade_Grade B, purpose_debt_consolidation",0.05588,0.5132632816518481,3.1939221011315997
"dti_DTI Healthy(<20), fico_range_low_FICO VeryGood(740-799)",revol_util_Util Excellent(<30),0.046164,0.7325758537514281,3.18367283381179
"emp_length_Emp Short(0-3), int_rate_IntRate High","dti_DTI Healthy(<20), grade_Grade C",0.042056,0.5070898041863606,3.172166225767945
"dti_DTI Manageable(20-35), grade_Grade C","fico_range_low_FICO Good(670-739), int_rate_IntRate High",0.061892,0.5304604203092325,3.168668285322281
"int_rate_IntRate Medium, revol_util_Util Moderate(30-60)","fico_range_low_FICO Good(670-739), grade_Grade B",0.069256,0.6510246286896033,3.1676947678552128
"dti_DTI Manageable(20-35), int_rate_IntRate High","grade_Grade C, purpose_debt_consolidation",0.05546,0.5417920362627486,3.1663746654905007
"grade_Grade B, revol_util_Util Moderate(30-60)","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.069256,0.5524216706017484,3.1613198198607586
"int_rate_IntRate High, revol_util_Util Moderate(30-60)","grade_Grade C, purpose_debt_consolidation",0.055768,0.5402200867947923,3.1571877807863586
"home_Home RENT, int_rate_IntRate High","dti_DTI Healthy(<20), grade_Grade C",0.053252,0.5027188278830904,3.1448230149827996
"grade_Grade C, home_Home MORTGAGE","fico_range_low_FICO Good(670-739), int_rate_IntRate High",0.071624,0.5249794769555529,3.1359282528645758
"emp_length_Emp Long(8+), int_rate_IntRate High","grade_Grade C, purpose_debt_consolidation",0.05468,0.5362256305652532,3.1338431316201065
"grade_Grade C, loan_amnt_Loan Medium(10-25k)","fico_range_low_FICO Good(670-739), int_rate_IntRate High",0.071324,0.5237325970745462,3.1284801029493585
"home_Home MORTGAGE, int_rate_IntRate High","fico_range_low_FICO Good(670-739), grade_Grade C",0.071624,0.5919338842975206,3.1277549737784573
"dti_DTI Manageable(20-35), grade_Grade B","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.055344,0.5443600739662431,3.115186066281206
"int_rate_IntRate High, loan_amnt_Loan Medium(10-25k)","fico_range_low_FICO Good(670-739), grade_Grade C",0.071324,0.5878416246332377,3.1061316373577967
"annual_inc_Inc Mid(50-100k), int_rate_IntRate High","grade_Grade C, purpose_debt_consolidation",0.064632,0.5291632552808252,3.092568759384863
"fico_range_low_FICO VeryGood(740-799), int_rate_IntRate Low",revol_util_Util Excellent(<30),0.042988,0.7113920699013702,3.091611053703413
"home_Home RENT, int_rate_IntRate High","grade_Grade C, purpose_debt_consolidation",0.055956,0.5282456007854391,3.0872057459934026
"emp_length_Emp Long(8+), grade_Grade C, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate High,0.045168,0.7835681076955103,3.082292647573364
"emp_length_Emp Long(8+), grade_Grade C","fico_range_low_FICO Good(670-739), int_rate_IntRate High",0.059356,0.5157265491954263,3.080656534905299
"fico_range_low_FICO Fair(<670), int_rate_IntRate High","grade_Grade C, purpose_debt_consolidation",0.040432,0.5268150310105801,3.078845121271829
"emp_length_Emp Long(8+), int_rate_IntRate High","fico_range_low_FICO Good(670-739), grade_Grade C",0.059356,0.5820813556662614,3.075694606483743
"fico_range_low_FICO Fair(<670), int_rate_IntRate High",grade_Grade C,0.067856,0.88414030333038,3.069931608786042
"fico_range_low_FICO Fair(<670), int_rate_IntRate High, purpose_debt_consolidation",grade_Grade C,0.040432,0.8839527765631832,3.0692804741777198
"fico_range_low_FICO Fair(<670), grade_Grade C, purpose_debt_consolidation",int_rate_IntRate High,0.040432,0.7800586510263929,3.0684876287345917
"emp_length_Emp Long(8+), grade_Grade C, purpose_debt_consolidation",int_rate_IntRate High,0.05468,0.7798950251026929,3.0678439795398122
fico_range_low_FICO VeryGood(740-799),revol_util_Util Excellent(<30),0.06708,0.7057783763309625,3.067214721738703
"int_rate_IntRate Medium, purpose_credit_card","fico_range_low_FICO Good(670-739), grade_Grade B",0.040016,0.6295387326159462,3.0631507036587493
"dti_DTI Healthy(<20), grade_Grade C, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate High,0.05728,0.7786417269316512,3.062913927257337
"dti_DTI Healthy(<20), grade_Grade C, home_Home MORTGAGE",int_rate_IntRate High,0.057296,0.7778019113814075,3.0596103761423654
"emp_length_Emp Long(8+), grade_Grade C, home_Home MORTGAGE",int_rate_IntRate High,0.051736,0.7777978230801611,3.0595942941441967
"grade_Grade C, purpose_debt_consolidation, revol_util_Util Moderate(30-60)",int_rate_IntRate High,0.055768,0.7776228456690277,3.058905992026575
"grade_Grade C, loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",int_rate_IntRate High,0.067724,0.7776144766453865,3.0588730711103413
"dti_DTI Healthy(<20), emp_length_Emp Long(8+), grade_Grade C",int_rate_IntRate High,0.04834,0.7773703846648655,3.0579128955882617
"annual_inc_Inc Mid(50-100k), grade_Grade C, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate High,0.059064,0.7772397094430992,3.057398863341014
"dti_DTI Healthy(<20), grade_Grade C, revol_util_Util High(60-90)",int_rate_IntRate High,0.041308,0.777225859863024,3.0573443837642946
"dti_DTI Healthy(<20), fico_range_low_FICO Fair(<670), int_rate_IntRate High",grade_Grade C,0.041304,0.8802318642911943,3.0563606398999803
"dti_DTI Healthy(<20), grade_Grade C, purpose_debt_consolidation",int_rate_IntRate High,0.071776,0.7769647109764019,3.0563171121267025
"grade_Grade C, home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate High,0.054008,0.7768699654775605,3.0559444152907784
"grade_Grade C, home_Home MORTGAGE, purpose_debt_consolidation",int_rate_IntRate High,0.063244,0.7767243073295342,3.055371445265185
"grade_Grade C, purpose_debt_consolidation, revol_util_Util High(60-90)",int_rate_IntRate High,0.048432,0.7765520779887122,3.0546939531292767
"home_Home MORTGAGE, int_rate_IntRate High","grade_Grade C, purpose_debt_consolidation",0.063244,0.5226776859504132,3.05466539232773
"grade_Grade C, home_Home MORTGAGE, revol_util_Util Moderate(30-60)",int_rate_IntRate High,0.04234,0.7762540334408917,3.053521546404993
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35), int_rate_IntRate High",grade_Grade C,0.043828,0.879373996789727,3.0533819332976635
"fico_range_low_FICO Fair(<670), grade_Grade C",int_rate_IntRate High,0.067856,0.7759937788756233,3.0524977927259624
"int_rate_IntRate High, revol_util_Util High(60-90)","grade_Grade C, purpose_debt_consolidation",0.048432,0.5223017858683461,3.0524685337234145
"fico_range_low_FICO Good(670-739), grade_Grade C, revol_util_Util High(60-90)",int_rate_IntRate High,0.049332,0.7759043724441649,3.0521460979803194
"grade_Grade C, revol_util_Util High(60-90)",int_rate_IntRate High,0.079764,0.7755522713130056,3.050761050889817
"annual_inc_Inc Mid(50-100k), int_rate_IntRate High, revol_util_Util Moderate(30-60)",grade_Grade C,0.043412,0.8784297855119385,3.0501034219164533
"dti_DTI Manageable(20-35), home_Home MORTGAGE, int_rate_IntRate High",grade_Grade C,0.043588,0.8783653071094631,3.049879538574525
"dti_DTI Manageable(20-35), int_rate_IntRate High",grade_Grade C,0.089904,0.8782775194404283,3.0495747202792653
"grade_Grade C, home_Home MORTGAGE, revol_util_Util High(60-90)",int_rate_IntRate High,0.04048,0.774885145482389,3.0481368028856917
"fico_range_low_FICO Good(670-739), int_rate_IntRate High","grade_Grade C, purpose_debt_consolidation",0.087292,0.5214326674949823,3.0473891781505382
"grade_Grade C, purpose_debt_consolidation","fico_range_low_FICO Good(670-739), int_rate_IntRate High",0.087292,0.5101573275358252,3.047389178150538
"annual_inc_Inc Mid(50-100k), grade_Grade C, purpose_debt_consolidation",int_rate_IntRate High,0.064632,0.7746296562634833,3.0471317944719583
"grade_Grade C, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate High,0.105472,0.7744815837396464,3.0465493271062654
"grade_Grade C, loan_amnt_Loan Medium(10-25k), revol_util_Util Moderate(30-60)",int_rate_IntRate High,0.043708,0.7744701963285845,3.046504532871985
"emp_length_Emp Long(8+), grade_Grade C",int_rate_IntRate High,0.089132,0.7744413165120078,3.046390929414387
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), grade_Grade C",int_rate_IntRate High,0.048784,0.7743983744999683,3.046222010022848
"int_rate_IntRate High, revol_util_Util Moderate(30-60)",grade_Grade C,0.090536,0.8770148791072536,3.045190552455742
"dti_DTI Manageable(20-35), grade_Grade C, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate High,0.044272,0.7739318928746242,3.044387028647387
int_rate_IntRate High,"grade_Grade C, purpose_debt_consolidation",0.132424,0.5209113509771218,3.044342467781295
"grade_Grade C, purpose_debt_consolidation",int_rate_IntRate High,0.132424,0.7739205647894896,3.0443424677812945
"dti_DTI Healthy(<20), fico_range_low_FICO Fair(<670), grade_Grade C",int_rate_IntRate High,0.041304,0.7737729486699139,3.043761795756026
"int_rate_IntRate High, purpose_debt_consolidation, revol_util_Util Moderate(30-60)",grade_Grade C,0.055768,0.8764143827005281,3.043105495487945
"int_rate_IntRate High, loan_amnt_Loan Medium(10-25k), revol_util_Util Moderate(30-60)",grade_Grade C,0.043708,0.8764035931985883,3.043068031939543
"dti_DTI Healthy(<20), grade_Grade C, revol_util_Util Moderate(30-60)",int_rate_IntRate High,0.049792,0.7735040079537688,3.042703873689181
"dti_DTI Manageable(20-35), int_rate_IntRate High, purpose_debt_consolidation",grade_Grade C,0.05546,0.8760899785163655,3.0419790920707137
"dti_DTI Manageable(20-35), grade_Grade C, purpose_debt_consolidation",int_rate_IntRate High,0.05546,0.7731556348631016,3.0413334914525505
"annual_inc_Inc Low(<50k), grade_Grade C, purpose_debt_consolidation",int_rate_IntRate High,0.04518,0.7731006160164271,3.0411170658669286
"fico_range_low_FICO Good(670-739), grade_Grade C, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate High,0.071324,0.7729085392284352,3.0403615005681592
"grade_Grade C, loan_amnt_Loan Small(<10k), purpose_debt_consolidation",int_rate_IntRate High,0.045744,0.7727027027027027,3.0395518091021128
"annual_inc_Inc Mid(50-100k), dti_DTI Healthy(<20), grade_Grade C",int_rate_IntRate High,0.059428,0.7723539197338324,3.0381798145428784
"int_rate_IntRate High, purpose_debt_consolidation","fico_range_low_FICO Good(670-739), grade_Grade C",0.087292,0.5748643380222327,3.037560173854082
"emp_length_Emp Long(8+), int_rate_IntRate High, purpose_debt_consolidation",grade_Grade C,0.05468,0.874600127959053,3.036805999857823
"grade_Grade C, home_Home MORTGAGE",int_rate_IntRate High,0.1053,0.7718130643837223,3.0360522720195515
"home_Home MORTGAGE, int_rate_IntRate High, revol_util_Util Moderate(30-60)",grade_Grade C,0.04234,0.8743598215760781,3.035971602694716
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), int_rate_IntRate High",grade_Grade C,0.048784,0.8743279088106675,3.0358607944814846
"dti_DTI Manageable(20-35), int_rate_IntRate High, loan_amnt_Loan Medium(10-25k)",grade_Grade C,0.044272,0.8742496050552923,3.0355889064419874
"dti_DTI Healthy(<20), grade_Grade C",int_rate_IntRate High,0.12334,0.7715694124712241,3.035093827576644
"emp_length_Emp Long(8+), int_rate_IntRate High",grade_Grade C,0.089132,0.8740830816302515,3.0350107001050404
"fico_range_low_FICO Good(670-739), grade_Grade C, purpose_debt_consolidation",int_rate_IntRate High,0.087292,0.7714851345140877,3.034762306519211
"grade_Grade C, revol_util_Util Moderate(30-60)",int_rate_IntRate High,0.090536,0.771385726944312,3.034371270668691
"emp_length_Emp Short(0-3), grade_Grade C, purpose_debt_consolidation",int_rate_IntRate High,0.042196,0.7713512723018425,3.034235737726353
"emp_length_Emp Short(0-3), int_rate_IntRate High, purpose_debt_consolidation",grade_Grade C,0.042196,0.8737679118694607,3.03391636065785
"emp_length_Emp Long(8+), home_Home MORTGAGE, int_rate_IntRate High",grade_Grade C,0.051736,0.8737418090927515,3.0338257260164982
"dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739), int_rate_IntRate High",grade_Grade C,0.061892,0.8737365181546107,3.0338073547035096
"emp_length_Emp Short(0-3), int_rate_IntRate High",grade_Grade C,0.072464,0.8737339635381499,3.0337984845074653
"annual_inc_Inc Mid(50-100k), grade_Grade C, home_Home MORTGAGE",int_rate_IntRate High,0.055736,0.7711976975868939,3.03363162659665
"dti_DTI Healthy(<20), emp_length_Emp Short(0-3), grade_Grade C",int_rate_IntRate High,0.042056,0.7711037770443712,3.033262174860635
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35), grade_Grade C",int_rate_IntRate High,0.043828,0.7710224473999014,3.032942251470802
"annual_inc_Inc Mid(50-100k), grade_Grade C, revol_util_Util Moderate(30-60)",int_rate_IntRate High,0.043412,0.7708644079835215,3.0323205777115585
"annual_inc_Inc Low(<50k), grade_Grade C, loan_amnt_Loan Small(<10k)",int_rate_IntRate High,0.046684,0.770770043587373,3.031949380005086
"grade_Grade C, home_Home RENT, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate High,0.04036,0.7706408004277094,3.0314409810071337
"annual_inc_Inc Mid(50-100k), grade_Grade C",int_rate_IntRate High,0.10638,0.7706238590594303,3.031374339378443
"dti_DTI Manageable(20-35), grade_Grade C",int_rate_IntRate High,0.089904,0.7705440707600535,3.031060479120329
"fico_range_low_FICO Good(670-739), int_rate_IntRate High, revol_util_Util Moderate(30-60)",grade_Grade C,0.062764,0.8724007561436674,3.0291692921655122
"int_rate_IntRate High, purpose_debt_consolidation",grade_Grade C,0.132424,0.872082608924714,3.028064614321924
grade_Grade C,int_rate_IntRate High,0.221676,0.7697083333333334,3.027772969967797
int_rate_IntRate High,grade_Grade C,0.221676,0.8719986153507254,3.027772969967797
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), grade_Grade C",int_rate_IntRate High,0.059356,0.7696975984231547,3.0277307424519098
"dti_DTI Manageable(20-35), grade_Grade C, home_Home MORTGAGE",int_rate_IntRate High,0.043588,0.7696164983402783,3.027411722079957
"dti_DTI Healthy(<20), fico_range_low_FICO Good(670-739), grade_Grade C",int_rate_IntRate High,0.076972,0.7692276942756635,3.025882298028698
"emp_length_Emp Long(8+), int_rate_IntRate High, loan_amnt_Loan Medium(10-25k)",grade_Grade C,0.045168,0.8713635311366618,3.0255678164467423
"dti_DTI Healthy(<20), int_rate_IntRate High, revol_util_Util Moderate(30-60)",grade_Grade C,0.049792,0.8711596332843446,3.0248598377928637
"grade_Grade C, home_Home RENT, purpose_debt_consolidation",int_rate_IntRate High,0.055956,0.7689221129005661,3.0246802439679885
"annual_inc_Inc Mid(50-100k), int_rate_IntRate High",grade_Grade C,0.10638,0.8709677419354839,3.024193548387097
"emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739), int_rate_IntRate High",grade_Grade C,0.047052,0.8709462461128387,3.0241189101140233
"annual_inc_Inc Mid(50-100k), grade_Grade C","fico_range_low_FICO Good(670-739), int_rate_IntRate High",0.069864,0.5060995045058098,3.023150055587605
"annual_inc_Inc Mid(50-100k), int_rate_IntRate High","fico_range_low_FICO Good(670-739), grade_Grade C",0.069864,0.5719993450139185,3.0224216653663816
"home_Home MORTGAGE, int_rate_IntRate High",grade_Grade C,0.1053,0.8702479338842976,3.0216942148760335
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), grade_Grade C",int_rate_IntRate High,0.069864,0.7680401037773185,3.0212107175682035
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739), grade_Grade B",int_rate_IntRate Medium,0.047372,0.7572734829592684,3.0210699699967623
"fico_range_low_FICO Good(670-739), grade_Grade C, home_Home MORTGAGE",int_rate_IntRate High,0.071624,0.7679375562894025,3.020807330338777
"annual_inc_Inc Mid(50-100k), int_rate_IntRate High, purpose_debt_consolidation",grade_Grade C,0.064632,0.8699257025950252,3.020575356232727
"annual_inc_Inc Low(<50k), grade_Grade C",int_rate_IntRate High,0.076276,0.7678585809776919,3.0204966680999306
"home_Home MORTGAGE, int_rate_IntRate High, purpose_debt_consolidation",grade_Grade C,0.063244,0.8698833626760563,3.0204283426251957
"annual_inc_Inc Mid(50-100k), int_rate_IntRate High, loan_amnt_Loan Medium(10-25k)",grade_Grade C,0.059064,0.8697649761441951,3.0200172782784556
"home_Home RENT, int_rate_IntRate High, purpose_debt_consolidation",grade_Grade C,0.055956,0.869746331758269,3.019952540827323
"dti_DTI Healthy(<20), emp_length_Emp Short(0-3), int_rate_IntRate High",grade_Grade C,0.042056,0.8696443341604633,3.019598382501609
"home_Home RENT, int_rate_IntRate High, loan_amnt_Loan Small(<10k)",grade_Grade C,0.044144,0.8695926246946656,3.0194188357453666
"int_rate_IntRate Medium, revol_util_Util Excellent(<30)",grade_Grade B,0.051108,0.8888966188952275,3.0193089050937743
"emp_length_Emp Short(0-3), grade_Grade C",int_rate_IntRate High,0.072464,0.7674320088113192,3.0188186770750827
"annual_inc_Inc Mid(50-100k), home_Home RENT, int_rate_IntRate High",grade_Grade C,0.040312,0.8693926846100759,3.0187245993405414
"annual_inc_Inc Mid(50-100k), grade_Grade C, home_Home RENT",int_rate_IntRate High,0.040312,0.7673798827381405,3.0186136306846953
"int_rate_IntRate High, loan_amnt_Loan Medium(10-25k)",grade_Grade C,0.105472,0.8692842778492071,3.018348186976414
"home_Home RENT, int_rate_IntRate High",grade_Grade C,0.092076,0.8692319311230271,3.018166427510511
"dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739), grade_Grade C",int_rate_IntRate High,0.061892,0.7672054740182468,3.0179275656065974
"dti_DTI Healthy(<20), int_rate_IntRate High, purpose_debt_consolidation",grade_Grade C,0.071776,0.8691271917078369,3.0178027489855452
"home_Home MORTGAGE, int_rate_IntRate Medium","fico_range_low_FICO Good(670-739), grade_Grade B",0.075344,0.6200131665569453,3.0168020949637273
"home_Home MORTGAGE, int_rate_IntRate High, loan_amnt_Loan Medium(10-25k)",grade_Grade C,0.054008,0.8686868686868687,3.0162738496071833
int_rate_IntRate High,"fico_range_low_FICO Good(670-739), grade_Grade C",0.145096,0.5707587248638953,3.01586627810483
"fico_range_low_FICO Good(670-739), grade_Grade C",int_rate_IntRate High,0.145096,0.7666814617546974,3.0158662781048298
"dti_DTI Healthy(<20), emp_length_Emp Long(8+), int_rate_IntRate High",grade_Grade C,0.04834,0.868549662210723,3.0157974382316777
"grade_Grade C, loan_amnt_Loan Small(<10k)",int_rate_IntRate High,0.086592,0.7665993838308722,3.0155434112363984
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), int_rate_IntRate High",grade_Grade C,0.059356,0.8684379937964534,3.01540970068213
"int_rate_IntRate High, loan_amnt_Loan Small(<10k), purpose_debt_consolidation",grade_Grade C,0.045744,0.8682712018829246,3.0148305620934885
"dti_DTI Manageable(20-35), int_rate_IntRate Medium","fico_range_low_FICO Good(670-739), grade_Grade B",0.055344,0.6194761584956346,3.014189171348942
"grade_Grade C, home_Home RENT",int_rate_IntRate High,0.092076,0.7662272818054724,3.0140796873740143
"fico_range_low_FICO Good(670-739), int_rate_IntRate Medium, purpose_credit_card",grade_Grade B,0.040016,0.8873514280645735,3.0140603662469716
"int_rate_IntRate High, loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",grade_Grade C,0.067724,0.8680338374775699,3.0140063801304513
"int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k)","fico_range_low_FICO Good(670-739), grade_Grade B",0.067412,0.6191858329046954,3.0127765322338234
"annual_inc_Inc Mid(50-100k), home_Home MORTGAGE, int_rate_IntRate High",grade_Grade C,0.055736,0.8675133856306811,3.0121992556620873
"dti_DTI Healthy(<20), int_rate_IntRate High",grade_Grade C,0.12334,0.8674919116612745,3.0121246932683143
"int_rate_IntRate High, loan_amnt_Loan Small(<10k)",grade_Grade C,0.086592,0.867342441604231,3.0116057000146914
"fico_range_low_FICO Good(670-739), grade_Grade C, revol_util_Util Moderate(30-60)",int_rate_IntRate High,0.062764,0.765564012490242,3.0114706096006625
"emp_length_Emp Mid(4-7), grade_Grade C",int_rate_IntRate High,0.06008,0.7655063452423424,3.011243766097895
"emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739), grade_Grade C",int_rate_IntRate High,0.047052,0.7653718524302165,3.0107147167378
"fico_range_low_FICO Good(670-739), int_rate_IntRate High, purpose_debt_consolidation",grade_Grade C,0.087292,0.867058683300886,3.0106204281280764
"grade_Grade C, home_Home RENT, loan_amnt_Loan Small(<10k)",int_rate_IntRate High,0.044144,0.7653259361997227,3.0105340977740296
"dti_DTI Healthy(<20), home_Home RENT, int_rate_IntRate High",grade_Grade C,0.053252,0.866957541026309,3.010269239674684
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739), grade_Grade C",int_rate_IntRate High,0.048308,0.7651903947285054,3.010000923342769
"emp_length_Emp Mid(4-7), int_rate_IntRate High",grade_Grade C,0.06008,0.8668551970912449,3.009913878789045
"annual_inc_Inc Low(<50k), grade_Grade C, home_Home RENT",int_rate_IntRate High,0.041576,0.7650522596790814,3.0094575466496263
grade_Grade C,"fico_range_low_FICO Good(670-739), int_rate_IntRate High",0.145096,0.5038055555555556,3.0094473116909324
"fico_range_low_FICO Good(670-739), int_rate_IntRate High",grade_Grade C,0.145096,0.8667208257669885,3.0094473116909324
"dti_DTI Healthy(<20), grade_Grade C, loan_amnt_Loan Small(<10k)",int_rate_IntRate High,0.049472,0.7649205269342569,3.0089393544633576
"annual_inc_Inc Low(<50k), int_rate_IntRate High, loan_amnt_Loan Small(<10k)",grade_Grade C,0.046684,0.8665726165726165,3.0089326964326966
"fico_range_low_FICO Good(670-739), grade_Grade C, home_Home RENT",int_rate_IntRate High,0.057752,0.7648866285229922,3.0088060095469684
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), int_rate_IntRate High",grade_Grade C,0.069864,0.8663690476190475,3.0082258597883595
"annual_inc_Inc Mid(50-100k), dti_DTI Healthy(<20), int_rate_IntRate High",grade_Grade C,0.059428,0.8659944042900443,3.0069250148959874
"dti_DTI Healthy(<20), int_rate_IntRate High, loan_amnt_Loan Medium(10-25k)",grade_Grade C,0.05728,0.8657799274486094,3.0061803036410053
"grade_Grade B, purpose_debt_consolidation","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.084416,0.5253018046048538,3.006122124964827
"dti_DTI Healthy(<20), grade_Grade C, home_Home RENT",int_rate_IntRate High,0.053252,0.7640172166427547,3.0053860364522875
"fico_range_low_FICO Good(670-739), grade_Grade B, home_Home RENT",int_rate_IntRate Medium,0.059812,0.7531100478468898,3.004460344712004
"annual_inc_Inc Low(<50k), int_rate_IntRate High",grade_Grade C,0.076276,0.8651996370235934,3.004165406331922
"emp_length_Emp Short(0-3), int_rate_IntRate Medium","dti_DTI Healthy(<20), grade_Grade B",0.045048,0.5568906690402017,3.004049352897841
"grade_Grade C, purpose_credit_card",int_rate_IntRate High,0.04472,0.7634004779788324,3.0029599945669525
"fico_range_low_FICO Good(670-739), home_Home MORTGAGE, int_rate_IntRate High",grade_Grade C,0.071624,0.8647734956051386,3.0026857486289535
"annual_inc_Inc Low(<50k), int_rate_IntRate High, purpose_debt_consolidation",grade_Grade C,0.04518,0.8643912145098339,3.0013583837147015
"dti_DTI Healthy(<20), home_Home MORTGAGE, int_rate_IntRate High",grade_Grade C,0.057296,0.8635678543437632,2.998499494249178
"annual_inc_Inc Low(<50k), grade_Grade B, loan_amnt_Loan Small(<10k)",int_rate_IntRate Medium,0.046896,0.7515866401692416,2.99838285581193
"annual_inc_Inc Low(<50k), grade_Grade B",int_rate_IntRate Medium,0.068356,0.7515612630838244,2.9982816163622394
"emp_length_Emp Short(0-3), int_rate_IntRate High","fico_range_low_FICO Good(670-739), grade_Grade C",0.047052,0.5673290247901996,2.9977438800657303
"int_rate_IntRate High, purpose_credit_card",grade_Grade C,0.04472,0.8633204633204634,2.9976404976404982
"fico_range_low_FICO Good(670-739), int_rate_IntRate High, loan_amnt_Loan Medium(10-25k)",grade_Grade C,0.071324,0.8631522896698616,2.9970565613536864
"annual_inc_Inc Low(<50k), home_Home RENT, int_rate_IntRate High",grade_Grade C,0.041576,0.8629306766293068,2.9962870716295376
"fico_range_low_FICO Good(670-739), grade_Grade C, loan_amnt_Loan Small(<10k)",int_rate_IntRate High,0.051356,0.7615968679558666,2.9958652010725784
"home_Home RENT, int_rate_IntRate High, loan_amnt_Loan Medium(10-25k)",grade_Grade C,0.04036,0.8627618640444634,2.995700916821054
"home_Home MORTGAGE, int_rate_IntRate High, revol_util_Util High(60-90)",grade_Grade C,0.04048,0.8627450980392156,2.9956427015250546
"grade_Grade B, home_Home RENT, loan_amnt_Loan Small(<10k)",int_rate_IntRate Medium,0.046472,0.7508563303819557,2.995469354921152
"annual_inc_Inc Low(<50k), int_rate_IntRate High","grade_Grade C, purpose_debt_consolidation",0.04518,0.5124773139745916,2.995051744948171
"int_rate_IntRate High, purpose_debt_consolidation, revol_util_Util High(60-90)",grade_Grade C,0.048432,0.8624545907828194,2.9946339957736785
"fico_range_low_FICO Good(670-739), home_Home RENT, int_rate_IntRate High",grade_Grade C,0.057752,0.8624335463831313,2.9945609249414282
"grade_Grade B, loan_amnt_Loan Medium(10-25k)","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.067412,0.5230926811099386,2.9934800686143075
"int_rate_IntRate Medium, loan_amnt_Loan Small(<10k)","dti_DTI Healthy(<20), grade_Grade B",0.062264,0.5547596136711929,2.9925537472823005
fico_range_low_FICO VeryGood(740-799),grade_Grade A,0.053828,0.5663482176676066,2.991928965131155
"dti_DTI Healthy(<20), fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",grade_Grade B,0.092228,0.8807104660045837,2.9915030570392513
fico_range_low_FICO VeryGood(740-799),"grade_Grade A, int_rate_IntRate Low",0.053792,0.5659694457303985,2.9913186070611535
"fico_range_low_FICO Good(670-739), int_rate_IntRate Medium, loan_amnt_Loan Small(<10k)",grade_Grade B,0.066088,0.8805628097852156,2.991001514195512
"dti_DTI Healthy(<20), fico_range_low_FICO Good(670-739), int_rate_IntRate High",grade_Grade C,0.076972,0.8609843400447428,2.9895289584886906
"grade_Grade B, home_Home RENT, purpose_debt_consolidation",int_rate_IntRate Medium,0.047988,0.7493441599000625,2.9894366957363743
"dti_DTI Healthy(<20), int_rate_IntRate High, loan_amnt_Loan Small(<10k)",grade_Grade C,0.049472,0.8605023307590621,2.9878553151356324
"int_rate_IntRate High, revol_util_Util High(60-90)",grade_Grade C,0.079764,0.860193253386248,2.986782129813361
"home_Home RENT, int_rate_IntRate Medium","dti_DTI Healthy(<20), grade_Grade B",0.055868,0.5535431198478122,2.985991584031785
"fico_range_low_FICO Good(670-739), int_rate_IntRate High, loan_amnt_Loan Small(<10k)",grade_Grade C,0.051356,0.8598888219141384,2.9857250760907585
"fico_range_low_FICO Good(670-739), grade_Grade B, loan_amnt_Loan Small(<10k)",int_rate_IntRate Medium,0.066088,0.7478725330436357,2.9835657814589878
"dti_DTI Manageable(20-35), grade_Grade B, purpose_debt_consolidation",int_rate_IntRate Medium,0.04298,0.7474782608695651,2.98199287041444
